Duration	Worker	LocalStep	GlobalStep	Loss	ExamplesPerSec
29.6385409832	1	10	24	4.53913	43.187011153
12.219835043	1	20	41	4.26729	104.747731496
20.6910200119	1	30	60	4.30843	61.8625857625
9.12787103653	1	40	75	4.40569	140.229851504
11.456029892	1	50	94	4.21338	111.731552036
12.4969620705	1	60	117	4.3999	102.424892769
13.1822578907	1	70	138	4.12769	97.1002092823
14.4099090099	1	80	159	4.05715	88.8277642224
9.94009399414	1	90	178	4.00949	128.771418133
23.7473530769	1	100	198	3.88676	53.9007440473
8.49433994293	1	110	215	3.97609	150.68857717
8.7050511837	1	120	236	3.82311	147.041065353
24.1020479202	1	130	264	3.82184	53.1075203334
11.643132925	1	140	288	3.74823	109.936046272
13.1525571346	1	150	308	3.72915	97.3194784024
14.3962068558	1	160	329	3.63708	88.9123095287
10.4009029865	1	170	345	3.524	123.066237774
12.3283400536	1	180	368	3.70376	103.825818759
8.52845597267	1	190	385	3.52478	150.085783887
21.7004311085	1	200	408	3.58977	58.9850032749
24.3181810379	1	210	446	3.55506	52.6355157076
13.120112896	1	220	466	3.21421	97.5601361169
8.02152609825	1	230	485	3.20903	159.570633359
20.9064569473	1	240	506	3.20227	61.2251039583
14.4993519783	1	250	533	3.37572	88.2798073952
8.98547291756	1	260	553	3.27031	142.452157137
11.815955162	1	270	571	3.04504	108.328102337
9.59646987915	1	280	586	3.08529	133.382380825
13.5734460354	1	290	599	3.28196	94.3017710214
8.07066702843	1	300	619	2.79565	158.599034688
8.86998295784	1	310	635	3.19298	144.306928895
11.7134759426	1	320	655	2.92856	109.275846578
31.714425087	1	330	675	2.96029	40.3601829921
7.79348993301	1	340	692	3.0188	164.239642445
7.89783191681	1	350	711	2.92368	162.069795038
9.87294316292	1	360	724	3.01408	129.647257042
17.4933848381	1	370	744	3.25957	73.1705162749
14.0677001476	1	380	760	2.89934	90.9885757137
11.466283083	1	390	778	3.07154	111.631641286
7.66748785973	1	400	795	2.66014	166.938640584
8.04018092155	1	410	812	2.77532	159.200397664
13.0427260399	1	420	834	2.65053	98.1389930361
10.7416951656	1	430	850	2.60795	119.161825044
20.0139257908	1	440	883	2.76188	63.9554684763
24.927626133	1	450	906	2.69751	51.3486520206
14.5592589378	1	460	927	2.72449	87.9165626125
10.7980351448	1	470	947	2.47993	118.540084639
12.5192859173	1	480	970	2.51035	102.242253149
7.56458592415	1	490	988	2.79038	169.209526184
9.55938696861	1	500	1008	2.88905	133.899799663
11.4272899628	1	510	1032	2.66302	112.012559773
19.3197731972	1	520	1053	2.37055	66.2533657583
12.9678900242	1	530	1078	2.59981	98.7053404689
13.8309469223	1	540	1100	2.33076	92.546085759
20.6678268909	1	550	1134	2.62263	61.9320070152
11.8842940331	1	560	1152	2.35976	107.705177644
17.2849860191	1	570	1174	2.35932	74.0527067007
12.1520969868	1	580	1189	2.25389	105.331614897
18.801115036	1	590	1218	2.38018	68.0810684658
7.83368301392	1	600	1237	2.27056	163.396961267
11.6145329475	1	610	1257	2.11827	110.20675612
13.9112141132	1	620	1275	2.1603	92.012098267
13.9724709988	1	630	1301	2.34749	91.6087068718
7.89942502975	1	640	1320	2.28622	162.037109686
22.1178328991	1	650	1344	2.42452	57.8718541658
12.915956974	1	660	1366	2.1317	99.1022192605
14.9576370716	1	670	1397	2.13991	85.575013879
11.5472099781	1	680	1418	1.98975	110.849287614
13.831469059	1	690	1437	2.14872	92.5425921528
9.19320988655	1	700	1448	2.05431	139.233196652
9.126953125	1	710	1464	2.04706	140.243954633
8.36082983017	1	720	1481	2.27621	153.094851349
10.4621150494	1	730	1498	2.19829	122.346198064
8.35503101349	1	740	1515	2.08729	153.201106966
10.2894361019	1	750	1531	2.24953	124.399431351
8.11897492409	1	760	1548	1.92413	157.655370532
11.3100318909	1	770	1564	2.10537	113.173863023
7.76130700111	1	780	1581	1.95121	164.920676352
9.25117921829	1	790	1597	1.89863	138.360739728
18.2706468105	1	800	1626	2.04164	70.0577277462
15.6619811058	1	810	1643	1.91379	81.7265703076
8.24158906937	1	820	1653	2.08099	155.309854596
10.2400918007	1	830	1672	1.97867	124.998879396
9.1065030098	1	840	1693	2.10302	140.558894959
14.4401659966	1	850	1711	1.76037	88.6416402904
13.4667210579	1	860	1737	1.8934	95.0491210516
13.1752510071	1	870	1753	1.86345	97.151849275
13.6496350765	1	880	1778	1.7422	93.7754007945
13.1308269501	1	890	1799	1.87647	97.4805322518
11.7819340229	1	900	1820	2.1404	108.640907131
12.2469809055	1	910	1837	1.61786	104.515554476
8.17841100693	1	920	1847	1.83761	156.509620135
12.7186939716	1	930	1863	1.89462	100.639263973
22.4415822029	1	940	1885	2.03431	57.0369766457
11.1289618015	1	950	1910	1.73691	115.015220901
19.6663789749	1	960	1929	2.20496	65.085697862
23.078576088	1	970	1952	1.71445	55.4626938474
13.8114359379	1	980	1973	1.88816	92.6768227255
12.4371480942	1	990	1990	2.18812	102.917484805
15.896682024	1	1000	2019	1.66055	80.5199473744
